smiles,mean,std,n
CC(C)CC(CC(C)C)(C#N)C(CC(C)C)(CC(C)C)C#N,-111.7,0.0,1
CC(C)CC(O)=O,-502.5,0.0,1
CC(C)CC=C,-49.44,0.0,1
CC(C)CCC(C)(C)C,-253.1,0.0,1
CC(C)CCC(C)C,-222.6,0.0,1
CC(C)CCCl,-171.0,0.0,1
CC(C)CCO,-301.05,0.3536,2
CC(C)CCOC(=O)C(C)Cl,-574.9,0.0,1
CC(C)CCOC(=O)C(Cl)(Cl)Cl,-523.4,0.0,1
CC(C)CCOC(=O)C(Cl)Cl,-519.7,0.0,1
CC(C)CCOC(=O)CC(C)Cl,-589.9,0.0,1
CC(C)CCOC(=O)CCCCl,-600.8,0.0,1
CC(C)CCOC(=O)CCCl,-539.3,0.0,1
CC(C)CCOC(=O)CCl,-516.7,0.0,1
CC(C)CCOCC1CO1,-328.2,0.0,1
CC(C)CCS,-114.6,0.0,1
CC(C)CCSCCC(C)C,-222.0,0.0,1
CC(C)CN(CC(C)C)C(S)=S,-67.6,0.0,1
CC(C)CN(CC(C)C)N=O,-139.5,0.0,1
CC(C)CNCC(C)C,-182.0667,8.7689,3
CC(C)CO,-283.5667,0.5859,3
CC(C)COC(=O)C(C)C,-542.9,0.0,1
CC(C)COC(=O)C(C)Cl,-549.8,0.0,1
CC(C)COC(=O)C(Cl)(Cl)Cl,-500.8,0.0,1
CC(C)COC(=O)C(Cl)Cl,-501.7,0.0,1
CC(C)COC(=O)CC(C)Cl,-571.1,0.0,1
CC(C)COC(=O)CCC=C,-437.0,0.0,1
CC(C)COC(=O)CCCCl,-576.6,0.0,1
CC(C)COC(=O)CCCl,-517.6,0.0,1
CC(C)COC(C)(C)C,-368.6,0.5657,2
CC(C)COCC1CO1,-312.5,0.0,1
CC(C)CON=O,-151.0,0.0,1
CC(C)CS,-96.48,0.0,1
CC(C)CSCC(C)C,-179.0,0.0,1
CC(C)CSSCC(C)C,-170.9,0.0,1
CC(C)C[S](=O)(=O)CC(C)C,-535.6,0.0,1
CC(C)Cc1ccccc1,-21.5,0.0,1
CC(C)Cl,-144.0,0.0,1
CC(C)N,-83.73,0.0424,2
CC(C)N(C(C)C)C(S)=S,-17.9,0.0,1
CC(C)N=NC(C)C,36.0,0.0,1
CC(C)NC(C)C,-140.0,5.2326,2
CC(C)O,-272.25,0.8021,4
CC(C)OC(=O)C(Cl)(Cl)Cl,-484.5,0.0,1
CC(C)OC(=O)CCC=C,-417.0,0.0,1
CC(C)OC(C)(C)C,-358.0,0.0,1
CC(C)OC(C)=O,-489.7,0.0,1
CC(C)OC(C)C,-318.0,0.0,1
CC(C)OC(C)OC(C)C,-525.9,0.0,1
CC(C)OC=C,-174.0,0.0,1
CC(C)OCC1CO1,-299.4,0.0,1
CC(C)ON=O,-133.0,0.0,1
CC(C)OO,-197.1,0.0,1
CC(C)S,-76.94,0.0,1
CC(C)SC(C)C,-142.1667,0.7638,3
CC(C)SSC(C)(C)C,-167.0,0.0,1
CC(C)[C@@H]1CC2CCC1C=C2,-51.25,0.9192,2
CC(C)[S](C)(=O)=O,-433.0,0.0,1
CC(C)\C=C/C(C)C,-111.3,0.0,1
CC(C)\C=C\C(C)C,-119.5,0.0,1
CC(C)c1c(C)cccc1O,-172.0,0.0,1
CC(C)c1cc(C(C)C)c2c(c1)C(C)(C)C2(O)c3ccccc3,-101.0,0.0,1
CC(C)c1cc(C)c(C)cc1C,-103.3,0.0,1
CC(C)c1cc(C)cc(O)c1,-210.1,0.0,1
CC(C)c1cc(C)ccc1O,-198.4,0.0,1
CC(C)c1cc(O)c(C)c(c1)C(C)C,-259.0,0.0,1
CC(C)c1cc(O)c(cc1C)C(C)C,-259.9,0.0,1
CC(C)c1cc(O)cc(C(C)C)c1C,-257.0,0.0,1
CC(C)c1cc(O)ccc1C,-185.1,0.0,1
CC(C)c1ccc(C(C)C)c(O)c1,-247.55,9.2631,2
CC(C)c1ccc(C)c(O)c1,-194.2,0.0,1
CC(C)c1ccc(C)cc1O,-184.6,0.0,1
CC(C)c1ccc(O)c(C)c1,-206.8,0.0,1
CC(C)c1ccc(O)cc1,-179.6,6.0811,2
CC(C)c1ccc(O)cc1C,-184.0,0.0,1
CC(C)c1ccc(cc1)C(O)=O,-382.7,0.0,1
CC(C)c1ccc(cc1)C=[N+]([O-])C(C)(C)C,-50.9,0.0,1
CC(C)c1cccc(C(C)C)c1O,-249.25,6.8589,2
CC(C)c1cccc(C)c1O,-190.0,0.0,1
CC(C)c1cccc(O)c1C,-182.6,0.0,1
CC(C)c1cccc(O)c1O,-350.0,0.0,1
CC(C)c1cccc(c1)C(O)=O,-375.5,0.0,1
CC(C)c1cccc(c1O)C(C)(C)C,-241.0,0.0,1
CC(C)c1ccccc1,3.9,0.0,1
CC(C)c1ccccc1C(O)=O,-359.2,0.0,1
CC(C)c1ccccc1O,-168.3,9.8995,2
CC(CC(=O)c1ccccc1)=NCCN=C(C)CC(=O)c2ccccc2,-104.5,0.0,1
CC(CC(Cl)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-141.0,0.0,1
CC(CC(F)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-141.0,0.0,1
CC(CC(I)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,41.0,0.0,1
CC(CN(CC(C)([N+]([O-])=O)[N+]([O-])=O)N=O)([N+]([O-])=O)[N+]([O-])=O,-81.5,0.0,1
CC(CN(CC(C)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-133.0,0.0,1
CC(CNCC(C)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-160.0,0.0,1
CC(Cl)(Cl)Cl,-143.9,1.4177,3
CC(Cl)([N+]([O-])=O)[N+]([O-])=O,-113.0,0.0,1
CC(Cl)=C,-24.7,0.0,1
CC(Cl)=O,-247.3,3.7,3
CC(Cl)Br,-81.0,0.0,1
CC(Cl)C=C,-45.61,0.0,1
CC(Cl)CCCl,-195.0,0.0,1
CC(Cl)CCl,-162.8,0.0,1
CC(Cl)Cl,-130.05,3.4648,2
CC(F)(F)Br,-474.3,0.0,1
CC(F)(F)F,-748.85,0.2121,2
CC(F)(F)I,-410.0,0.0,1
CC(F)([N+]([O-])=O)[N+]([O-])=O,-256.0,0.0,1
CC(F)=O,-441.3,5.2326,2
CC(F)Cl,-313.4,0.0,1
CC(F)F,-497.0,0.0,1
CC(I)([N+]([O-])=O)[N+]([O-])=O,34.0,0.0,1
CC(I)=O,-128.3333,4.1633,3
CC(I)C(C)=O,-160.0,0.0,2
CC(I)CI,35.6,0.0,1
CC(N(C)C)C(=O)c1ccccc1,-69.9,0.0,1
CC(N)CN,-53.64,0.0566,2
CC(N=[N+]=[N-])([N+]([O-])=O)[N+]([O-])=O,253.0,0.0,1
CC(O)=N,-238.33,0.0,1
CC(O)=NC(O)=N,-441.7,0.0,1
CC(O)=O,-433.0,0.0,1
CC(O)CCO,-440.05,9.9702,2
CC(O)CO,-428.7,7.2132,3
CC(OC(C)=O)OC(C)=O,-812.6,0.0,1
CC(S)=N,11.25,2.0506,2
CC/C=C/C,-32.0,0.0,1
CC/C=C/C=C,54.0,0.0,1
CC1(Br)N=N1,291.0,0.0,1
CC1(C)C(=O)C(C)(C)C1=O,-307.7,0.0,1
CC1(C)C2CC3CC(C2)CC1C3,-183.0,0.0,1
CC1(C)C2CCC(C2)C1=C,-28.0,0.0,1
CC1(C)C2CCC1(C)C(=O)C2,-267.0,0.0,1
CC1(C)C=C2CCC2=C1,236.0,0.0,1
CC1(C)C=CC=C1,86.6,0.0,1
CC1(C)CC(=O)CC(=O)C1,-383.6,0.0,1
CC1(C)CC(=O)CC(C)(C)N1,-273.5,0.0,1
CC1(C)CC(=O)CC(C)(C)N1O,-298.1,0.0,1
CC1(C)CC(=O)CC(C)(C)S1,-291.0,0.0,1
CC1(C)CC(C)(C)N=N1,39.0,0.0,1
CC1(C)CC(O)CC(C)(C)N1O,-345.3,0.0,1
CC1(C)CC1,-8.2,0.0,1
CC1(C)CCC(=O)CC1=O,-400.4,0.0,1
CC1(C)CCC(C)(C)N=N1,41.8,0.0,1
CC1(C)CCCC(C)(C)N1,-159.9,0.0,1
CC1(C)CCCC1,-138.3,0.0,1
CC1(C)CCc2ccccc12,-1.75,0.2121,2
CC1(C)COC(C)(OC1)c2ccccc2,-350.68,0.0,1
CC1(C)COC(OC1)c2ccccc2,-311.3,0.0,1
CC1(C)COC1,-148.2,0.0,1
CC1(C)COC1=O,-352.7,0.0,1
CC1(C)COCOC1,-420.75,0.6364,2
CC1(C)N=NC1(C)C,150.3,0.0,1
CC1(C)OC(=O)N=N1,-200.0,0.0,1
CC1(Cl)N=N1,238.0,7.0711,2
CC1(O)CCCC1,-284.65,0.495,2
CC1(OCCO1)c2ccccc2,-261.9,0.0,1
CC1(c2ccccc2c3ccccc13)C4(C)c5ccccc5c6ccccc46,323.9,0.0,1
CC12CC3(C)CC(C)(C1)CC(C)(C2)C3,-283.35,1.7678,2
CC12CC3(C)SC(C)(CC(C)(S1)S3)S2,-37.0,0.0,1
CC12CC3C4CC5CC3C(C1)C(C5)C4C2,-157.3,0.0,1
CC12CC3CC(C)(C1)CC(C)(C3)C2,-255.0,0.0,1
CC12CC3CC(C1)CC(C)(C3)C2,-219.0,0.0,1
CC12CC3CC(CC(C3)C1)C2,-171.6,0.1414,2
CC12CC3CC4C5CC(CC14)CC2C5C3,-166.7,0.0,1
CC12CCC(C)(CC1)C2,-128.2,0.0,1
CC12CCC(C)(CC1)N=N2,92.4,0.0,1
CC12CCC(CC1=O)C2,-204.4,0.0,1
CC12CCCC1C2,1.5,0.0,1
CC12CCCCC1C2,-20.8,0.0,1
CC12COC(C)(OC1)OC2,-560.16,0.0,1
CC12COC(OC1)OC2,-506.8,0.0,1
CC1=C(C)C(=C)C(=C1C)C,83.3,0.0,1
CC1=C(C)CCC1,-41.4,0.0,1
CC1=CC(=N)NO1,20.0,0.0,1
CC1=CC(=O)C=CN1,-71.7,0.0,1
CC1=CC(=O)c2ccccc2N1,-23.3,0.0,1
CC1=CC1,244.0,0.0,1
CC1=CC2C(CC1)C2(C)C,25.0,0.0,1
CC1=CC2CCC1CC2,-18.6,0.0,1
CC1=CCCC1,-3.6225,0.8149,4
CC1=CCCCC1,-81.25,0.0,1
CC1=CCCO1,-126.4,5.374,2
CC1=CC[C@H]2[C@@H](C1)C2(C)C,19.0,0.0,1
CC1=CC[S](=O)(=O)C1,-291.6,0.0,1
CC1=Cc2ccccc2C=C(C)C1=O,-3.0,0.0,1
CC1=NCCO1,-130.5,0.0,1
CC1C(=C(C)C(=C1C)C)C,-25.0,0.0,1
CC1C2CC3C4CC5CC3C1C(C5)C4C2,-182.1,0.0,1
CC1C2CC3CC(C2)CC1C3,-151.7,0.4243,2
CC1C=CCC(C#N)(C#N)C1(C#N)C#N,596.7,0.0,1
CC1C=CC[S]1(=O)=O,-299.2,0.0,1
CC1CC1C=C,103.0,0.0,1
CC1CC=CC1,15.0,0.0,1
CC1CCC(=CC1)C(C)C,-111.2,0.0,1
CC1CCC(=O)O1,-406.5,0.0,1
CC1CCC2CCC(C)N12,-66.7,0.0,1
CC1CCC=C1,8.3433,1.1927,3
CC1CCCC(C)(C)CC1,-210.3,0.0,1
CC1CCCC1,-106.9333,1.0693,3
CC1CCCCC1,-157.35,3.6062,2
CC1CCCCN1,-84.5,0.0,1
CC1CCCS1,-63.89,0.0,1
CC1CCOCO1,-377.65,1.0607,2
CC1CCSC1,-60.54,0.0,1
CC1CS1,11.0,0.0,1
CC1OC(C)OC(C)O1,-636.0,0.0,1
CC1OC=C(C)O1,-423.0,0.0,1
CC1OCC(=C)O1,-383.0,0.0,1
CC1OCCCO1,-398.25,1.0607,2
CC1OCCO1,-350.0,0.0,1
CC1c2ccccc2c3ccccc13,148.0,0.0,1
CC=C,20.41,0.0,2
CC=C(C)C,-41.25,0.3536,2
CC=C(C=C)C=C,159.0,0.0,1
CC=C1C=CC=C1,185.0,0.0,1
CC=C1CCCC1,-20.0,0.0,1
CC=CC(C)=O,-136.0,0.0,1
CC=CC(O)=O,-368.5,0.0,1
CC=CC=O,-105.7,4.7159,3
CC=CCCl,-49.37,0.0,1
CC=CCl,-4.6,0.0,1
CC=NO,-22.55,0.0,1
CC=O,-170.7,0.0,1
CC=S,50.0,0.0,1
CCBr,-63.85,1.4754,4
CCC,-104.25,0.6364,2
CCC#C,165.65,0.6364,2
CCC#CC,128.9,0.0,1
CCC#CCC,105.4,0.0,1
CCC#Cc1ccccc1,248.6,0.0,1
CCC#N,51.46,0.0,1
CCC(/C)=C/C,-62.695,1.1526,2
CCC(=C)C(O)=O,-393.3,0.0,1
CCC(=C)C=C,63.6,0.0,1
CCC(=C)C=O,-131.2,0.0,1
CCC(=C)CC,-56.07,0.0,1
CCC(=O)C(C)(C)C,-313.8,0.0,1
CCC(=O)C(C)C,-286.1,0.0,1
CCC(=O)CC,-257.2833,3.5966,3
CCC(=O)CC(=O)C(C)(C)C,-470.9,0.0,1
CCC(=O)CC(=O)CC,-438.9,0.0,1
CCC(=O)CC(C)=O,-439.7,0.0,1
CCC(=O)N(C)C,-250.2,0.0,1
CCC(Br)CBr,-97.565,6.5549,2
CCC(C(C)=O)C(C)=O,-439.7,0.0,1
CCC(C(C)C)C(C)C,-227.4,0.0,1
CCC(C(O)=O)C(O)=O,-849.8,0.0,1
CCC(C)(Br)Br,-91.46,0.0,1
CCC(C)(C#N)C(C)(CC)C#N,64.06,0.0,1
CCC(C)(C)C,-185.6,0.0,1
CCC(C)(C)C(C)=O,-303.8,0.0,1
CCC(C)(C)C(C)C,-216.4,0.0,1
CCC(C)(C)C(CC)(C#N)C#N,61.3,0.0,1
CCC(C)(C)CC,-203.7,3.1113,2
CCC(C)(C)O,-329.3,0.0,1
CCC(C)(C)OC,-306.5,0.0,1
CCC(C)(C)OC(C)=O,-539.0,0.0,1
CCC(C)(C)ON=O,-192.0,0.0,1
CCC(C)(C)OOCCO,-464.1,0.0,1
CCC(C)(C)S,-126.9,0.0,1
CCC(C)(CC)CC,-215.0,0.0,1
CCC(C)(O)CC,-348.3,0.0,1
CCC(C)=C,-34.95,0.2121,2
CCC(C)=O,-238.4667,0.3215,3
CCC(C)Br,-120.0,0.0,1
CCC(C)C,-154.1,0.4,3
CCC(C)C#N,2.4,0.0,1
CCC(C)C(=O)OC,-492.5,0.0,1
CCC(C)C(C)(C)C,-220.1,0.0,1
CCC(C)C(C)=O,-284.1,0.0,1
CCC(C)C(C)C,-198.95,0.3536,2
CCC(C)C(C)CC,-213.0,0.0,1
CCC(C)C(O)=O,-495.4,0.0,1
CCC(C)C(c1ccc(cc1)C(C)(C)C)C(CC)(CC)c2ccc(cc2)C(C)(C)C,-170.0,0.0,1
CCC(C)CC,-171.6,0.0,1
CCC(C)CC(C)C,-219.4,0.0,1
CCC(C)CO,-302.0,0.0,1
CCC(C)CS,-114.7,0.0,1
CCC(C)Cl,-166.66,0.0,1
CCC(C)NC(C)CC,-183.6,0.0,1
CCC(C)NC(O)=N,-307.0,0.0,1
CCC(C)O,-292.9333,0.2082,3
CCC(C)OC(=O)C=CC,-425.0,0.0,1
CCC(C)OC(C)(C)C,-380.0,0.0,1
CCC(C)OC(C)CC,-361.0,0.0,1
CCC(C)ON=O,-153.0,0.0,1
CCC(C)S,-96.11,0.0,1
CCC(C)c1ccc(O)cc1,-190.3,0.0,1
CCC(C)c1ccccc1,-17.4,0.0,1
CCC(C)c1ccccc1O,-191.4,0.0,1
CCC(CC)(CC)C(CC)(CC)CC,-265.5,0.0,1
CCC(CC)(OC)C(CC)(CC)OC,-512.0,0.0,1
CCC(CC)C(C)C,-211.2,0.0,1
CCC(CC)CC,-190.55,1.2021,2
CCC(Cl)(Cl)[N+]([O-])=O,-168.0,0.0,1
CCC(Cl)=C,-29.3,0.0,1
CCC(Cl)C(=O)OCC(C)C,-609.2,0.0,1
CCC(Cl)C(=O)OCCC(C)C,-630.1,0.0,1
CCC(Cl)CCl,-191.2,0.0,1
CCC(I)CI,12.3,0.0,1
CCC(N)CN,-73.76,0.297,2
CCC(O)=N,-258.94,0.0,1
CCC(O)=O,-455.5333,0.4619,3
CCC(O)C(C)C,-338.9,0.0,1
CCC(O)CC,-316.8333,1.9757,3
CCC(OC)(OC)OC,-591.7,0.0,1
CCC/C=C/C,-52.6,1.8748,5
CCC/C=C/CC,-73.35,0.6245,4
CCC1(CCl)COC1,-193.3,0.0,1
CCC1=CCCC1,-22.45,3.6062,2
CCC1=CCCCC1,-63.6,0.0,1
CCC1=NCCO1,-148.9,0.0,1
CCC1CCC1,-27.0,0.9899,2
CCC1CCC=C1,-12.4,0.0,1
CCC1CCCC1,-128.25,1.6263,2
CCC1CCCCC1,-172.2,0.5657,2
CCC=C,-0.63,0.0,1
CCC=O,-189.325,2.5966,4
CCCBr,-87.465,6.4135,2
CCCC,-126.35,1.0607,2
CCCC#C,144.3,0.0,1
CCCC#CC,107.7,0.0,1
CCCC#CCC,82.8,0.0,1
CCCC#CCCC,60.1,0.0,1
CCCC#N,31.2,0.0,1
CCCC(=O)CC,-278.25,0.0,1
CCCC(=O)CCC,-298.3,0.0,1
CCCC(=O)N(C)C,-270.9,0.0,1
CCCC(=O)OC(C)(C)CC,-574.0,0.0,1
CCCC(=O)OC(C)CC,-545.2,0.0,1
CCCC(=O)OC1CCCCC1,-545.7,0.0,1
CCCC(=O)OCC,-485.0,0.0,1
CCCC(=O)OCC1CO1,-501.7,0.0,1
CCCC(C#N)N(CC)CC,-4.5,0.0,2
CCCC(C(C)=O)C(C)=O,-453.1,0.0,1
CCCC(C)(C)C,-207.85,2.3335,2
CCCC(C)(C)C#N,-45.78,0.0,1
CCCC(C)(C)CC,-220.1,0.0,1
CCCC(C)(C)S,-148.0,0.0,1
CCCC(C)(OC)C#N,-169.28,0.0,1
CCCC(C)=O,-259.1,0.0,1
CCCC(C)C,-174.3,0.0,1
CCCC(C)C(C)C,-213.9,0.0,1
CCCC(C)CC,-192.6,0.4243,2
CCCC(C)CCC,-212.1,0.0,1
CCCC(C)O,-313.7,0.9539,3
CCCC(CC)(c1ccc(cc1)C(C)(C)C)C(CC)(CCC)c2ccc(cc2)C(C)(C)C,-224.0,0.0,1
CCCC(CC)CC,-210.9,0.0,1
CCCC(CCC)(c1ccc(cc1)C(C)(C)C)C(CCC)(CCC)c2ccc(cc2)C(C)(C)C,-213.0,0.0,1
CCCC(O)=N,-279.135,0.0495,2
CCCC(O)=O,-475.9,0.0,2
CCCC(O)CC,-332.8,0.0,1
CCCC(O)CCC,-354.8,0.0,1
CCCC(O)CO,-465.1,0.0,1
CCCC/C=C/C,-74.04,0.9397,5
CCCC1CCCC1,-147.85,0.3536,2
CCCC1CCCCC1,-192.85,0.6364,2
CCCC=C,-22.0,0.0,1
CCCC=O,-207.0,3.3417,4
CCCCBr,-107.0,0.0,1
CCCCC,-146.7667,0.3512,3
CCCCC#C,122.3,0.0,1
CCCCC#CC,84.8,0.0,1
CCCCC#CCC,62.5,0.0,1
CCCCC#CCCC,42.0,0.0,1
CCCCC#CCCCC,18.7,0.0,1
CCCCC#Cc1ccccc1,226.0,0.0,1
CCCCC#N,11.1,0.0,1
CCCCC(/CCC)=N/O,-181.1,0.0,1
CCCCC(=O)CC(C)=O,-456.9,0.0,1
CCCCC(=O)CCC,-349.3,0.0,1
CCCCC(=O)CCCC,-344.9,0.0,1
CCCCC(=O)OC,-478.5,9.1924,2
CCCCC(=O)OC(C)C,-545.0,0.0,1
CCCCC(=O)OC(C)CC,-573.0,0.0,1
CCCCC(=O)OCC,-507.2333,0.4041,3
CCCCC(=O)OCC(C)C,-569.0,0.0,1
CCCCC(C(=O)OCC)(C(=O)OCC)C(=O)OCC,-1261.9,0.0,1
CCCCC(C(C)=O)C(C)=O,-465.3,0.0,1
CCCCC(C)(C)C,-224.7,0.0,1
CCCCC(C)(CCCC)C#N,-133.2,0.0,1
CCCCC(C)=O,-279.8,0.0,1
CCCCC(C)C,-195.6,0.8485,2
CCCCC(C)CC,-212.6,0.0,1
CCCCC(C)CCCC,-258.6,0.0,1
CCCCC(C)O,-333.0,2.8827,3
CCCCC(CC)C(O)=O,-559.5,0.0,1
CCCCC(CC)CO,-367.5,0.0,1
CCCCC(O)=O,-491.0,0.0,1
CCCCC(O)CC,-355.3,0.0,1
CCCCC(O)CO,-490.1,0.0,1
CCCCC1CCCC1,-168.3,0.0,1
CCCCC1CCCCC1,-213.2,0.0,1
CCCCC=C,-42.0,0.0,1
CCCCCBr,-129.8,0.0,1
CCCCCC,-167.15,0.0707,2
CCCCCC#C,102.75,1.4849,2
CCCCCC#CC,63.8,0.0,1
CCCCCC#CCC,42.0,0.0,1
CCCCCC#CCCC,19.9,0.0,1
CCCCCC(/CC)=N/O,-172.8,0.0,1
CCCCCC(=O)CC,-338.6,0.0,1
CCCCCC(=O)CCCCC,-387.4,0.0,1
CCCCCC(=O)OC,-494.0,0.0,1
CCCCCC(=O)OCC,-528.0,0.0,1
CCCCCC(C#N)C#N,135.8,0.0,1
CCCCCC(C)(C)C,-246.1,0.0,1
CCCCCC(C)C,-215.5,0.0,1
CCCCCC(C)O,-355.4,0.0,1
CCCCCC(O)=O,-512.0,0.0,1
CCCCCC1CCCC1,-188.9,0.0,1
CCCCCC1CCCCC1,-233.8,0.0,1
CCCCCC=C,-63.0,0.7,3
CCCCCCBr,-150.1,0.0,1
CCCCCCC,-188.55,1.0607,2
CCCCCCC#C,80.7,0.0,1
CCCCCCC#CC,43.6,0.0,1
CCCCCCC#CCC,21.8,0.0,1
CCCCCCC#N,-31.0,0.0,1
CCCCCCC(/C)=N/O,-180.8,0.0,1
CCCCCCC(=O)OC,-517.0,0.0,1
CCCCCCC(=O)OCC,-548.0,0.0,1
CCCCCCC(C)=O,-345.1,0.0,1
CCCCCCC(N(F)F)N(F)F,-221.0,0.0,1
CCCCCCC(O)=O,-538.5,1.7321,3
CCCCCCC1CCC(=O)O1,-496.0,0.0,1
CCCCCCC1CCCC1,-209.5,0.0,1
CCCCCCC1CCCCC1,-254.4,0.0,1
CCCCCCC=C,-82.93,0.0,2
CCCCCCC=O,-264.0,0.0,1
CCCCCCCBr,-170.2,0.0,1
CCCCCCCC,-208.55,0.2121,2
CCCCCCCC#C,62.3,0.0,1
CCCCCCCC#CC,23.6,0.0,1
CCCCCCCC#N,-50.6,0.0,1
CCCCCCCC(=O)OCC,-570.0,0.0,1
CCCCCCCC(C)=O,-340.8,0.0,1
CCCCCCCC(C)C,-260.2,0.0,1
CCCCCCCC(O)=O,-555.425,1.372,4
CCCCCCCC1CCCC1,-230.1,0.0,1
CCCCCCCC1CCCCC1,-275.0,0.0,1
CCCCCCCC=O,-291.9,0.0,1
CCCCCCCCBr,-190.1,0.0,1
CCCCCCCCC,-228.3,0.0,1
CCCCCCCCC#C,41.9,0.0,1
CCCCCCCCC(=O)N(C)C,-374.0,0.0,1
CCCCCCCCC(=O)OCC,-590.0,0.0,1
CCCCCCCCC(O)=O,-578.2,2.2517,3
CCCCCCCCC1CCCC1,-250.7,0.0,1
CCCCCCCCC1CCCCC1,-295.6,0.0,1
CCCCCCCCC=C,-124.0,0.8485,2
CCCCCCCCCC,-249.7,0.0,1
CCCCCCCCCC#N,-91.6,0.0,1
CCCCCCCCCC(=O)OCC,-612.0,0.0,1
CCCCCCCCCC(O)=O,-624.2,0.0,1
CCCCCCCCCC1CCCC1,-271.3,0.0,1
CCCCCCCCCC1CCCCC1,-316.2,0.0,1
CCCCCCCCCCC,-270.3,0.0,1
CCCCCCCCCCC#N,-113.4,0.0,1
CCCCCCCCCCC(=O)OCC,-634.0,0.0,1
CCCCCCCCCCC(C)=O,-404.3,0.0,1
CCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC,-705.6,7.9196,2
CCCCCCCCCCC1CCCCC1,-336.9,0.0,1
CCCCCCCCCCC=C,-165.3,0.1414,2
CCCCCCCCCCCC,-289.5,1.9799,2
CCCCCCCCCCCC(CCCC)CCCCCCCCCC,-593.3,0.0,1
CCCCCCCCCCCC1CCCC1,-312.5,0.0,1
CCCCCCCCCCCC1CCCCC1,-357.2,0.2828,2
CCCCCCCCCCCCBr,-269.9,0.0,1
CCCCCCCCCCCCC,-311.5,0.0,1
CCCCCCCCCCCCC1CCCC1,-333.2,0.0,1
CCCCCCCCCCCCC1CCCCC1,-378.1,0.0,1
CCCCCCCCCCCCCC,-332.1,0.0,1
CCCCCCCCCCCCCC#N,-174.8,0.0,1
CCCCCCCCCCCCCC1CCCC1,-353.8,0.0,1
CCCCCCCCCCCCCC1CCCCC1,-398.7,0.0,1
CCCCCCCCCCCCCCC,-354.8,0.0,1
CCCCCCCCCCCCCCC1CCCC1,-374.4,0.0,1
CCCCCCCCCCCCCCC1CCCCC1,-419.3,0.0,1
CCCCCCCCCCCCCCC=C,-248.3,1.0536,3
CCCCCCCCCCCCCCCC,-374.8,0.1414,2
CCCCCCCCCCCCCCCC(O)=O,-730.0,0.0,1
CCCCCCCCCCCCCCCC1CCCCC1,-439.9,0.0,1
CCCCCCCCCCCCCCCCBr,-350.1,0.0,1
CCCCCCCCCCCCCCCCC,-393.9,0.0,1
CCCCCCCCCCCCCCCCC1CCCC1,-415.6,0.0,1
CCCCCCCCCCCCCCCCC1CCCCC1,-460.5,0.0,1
CCCCCCCCCCCCCCCCCC,-414.6,0.0,1
CCCCCCCCCCCCCCCCCC(CCCC)CCCC,-587.4,0.0,1
CCCCCCCCCCCCCCCCCCC,-435.1,0.0,1
CCCCCCCCCCCCCCCCCCCC,-455.8,0.0,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-696.6,0.0,1
CCCCCCCCCCCCCCCCCCCl,-446.0,0.0,1
CCCCCCCCCCCCCCCCO,-516.0,2.0224,3
CCCCCCCCCCCCCCF,-533.0,0.0,1
CCCCCCCCCCCCCCO,-475.5,0.9899,2
CCCCCCCCCCCCCl,-322.0,0.0,1
CCCCCCCCCCCCF,-489.22,0.0,1
CCCCCCCCCCCCO,-436.5,0.0,2
CCCCCCCCCCO,-395.0,0.0,1
CCCCCCCCCCOC,-381.1,0.0,1
CCCCCCCCCCS,-211.9,0.0,1
CCCCCCCCCF,-423.5,0.0,1
CCCCCCCCCO,-377.0,0.0,1
CCCCCCCCCl,-238.9,0.0,1
CCCCCCCCN,-173.5,0.0,1
CCCCCCCCN(CCCCCCCC)CCCCCCCC,-475.9,1.5556,2
CCCCCCCCNCCCCCCCC,-320.2,0.0,1
CCCCCCCCO,-356.0,0.0,1
CCCCCCCN,-216.0,0.0,1
CCCCCCCO,-340.0,0.0,1
CCCCCCCS,-149.5,0.0,1
CCCCCCC\C=N\O,-149.4,0.0,1
CCCCCCN,-193.9,0.0,1
CCCCCCO,-316.0,0.0,1
CCCCCCS,-129.3,0.0,1
CCCCCCl,-175.2,0.0,1
CCCCCO,-298.0,0.0,1
CCCCCOC(C)(C)C,-380.6,0.0,1
CCCCCOCC(O)COC(C)(C)C,-743.9,0.0,2
CCCCCOCC(O)COOC(C)(C)C,-695.0,0.0,1
CCCCCOCCCCC,-390.0,0.0,1
CCCCCS,-110.25,0.7778,2
CCCCCSC,-122.0,0.0,1
CCCCCSCCCCC,-205.0,0.0,1
CCCCCl,-154.6,0.0,1
CCCCN(F)[N+]([O-])=O,-112.0,0.0,1
CCCCN=CC(C)C,-91.2,0.0,1
CCCCN=NC,78.9,0.0,1
CCCCN=NCCCC,14.25,7.1418,2
CCCCNC,-108.3,0.0,1
CCCCNC(C)C,-165.0,0.0,1
