smiles,mean,std,n
CC(C)c1cccc(c1)C(C)C,-132.3,0.0,1
CC(C)c1cccc(c1O)C(C)(C)C,-330.0,0.0,1
CC(C)c1cccc2cccc(C)c12,2.9,0.0,1
CC(C)c1ccccc1,-41.2,0.0,1
CC(C)c1ccccc1C,-74.7,1.9799,2
CC(C)c1ccccc1Cl,-76.3333,2.6558,3
CC(C)c1ccccc1O,-230.0,0.0,1
CC(C)c1sccc1,-11.6,0.0,1
CC(C=O)=CCC1C(=CCCC1(C)C)C,227.2,0.0,1
CC(CBr)CBr,-141.8,0.0,1
CC(CC(C)O[N+]([O-])=O)O[N+]([O-])=O,-386.0,0.0,1
CC(CCO)CC(C)(C)C,-456.9,0.0,1
CC(CN)C#N,-68.3,0.0,1
CC(Cl)(Cl)Cl,-176.1,2.0944,4
CC(Cl)([N+]([O-])=O)[N+]([O-])=O,-156.0,0.0,1
CC(Cl)=O,-273.7333,1.6166,3
CC(Cl)CCCl,-238.15,1.2021,2
CC(Cl)Cl,-163.3,0.0,1
CC(Cl)c1ccccc1,-58.24,0.0,1
CC(F)([N+]([O-])=O)[N+]([O-])=O,-303.0,0.0,1
CC(F)=O,-466.5633,3.6531,3
CC(I)([N+]([O-])=O)[N+]([O-])=O,-28.0,0.0,1
CC(I)=O,-164.9667,2.3094,3
CC(N(C)C)C(=O)c1ccccc1,-134.7,0.0,1
CC(N(F)F)C(C)(C)N(F)F,-244.8,0.0,1
CC(N)CC#N,-51.3,0.0,1
CC(N)CN,-97.8,0.0,1
CC(N=[N+]=[N-])([N+]([O-])=O)[N+]([O-])=O,196.0,0.0,1
CC(O)(C=C)C#C,-181.9,0.0,1
CC(O)=O,-484.78,1.5337,4
CC(O)C(C)O,-543.3,2.1213,2
CC(O)C(C)[N+]([O-])=O,-390.3,0.0,1
CC(O)CCO,-508.05,9.9702,2
CC(O)CO,-495.7667,8.4654,3
CC(OC(C)=O)C(C)OC(C)=O,-916.3,0.0,1
CC(OC(C)=O)OC(C)=O,-871.5,0.0,1
CC(S)=O,-217.9,1.9799,2
CC/C=C/C,-59.18,1.3189,4
CC1(C)CC1,-33.3,0.0,1
CC1(C)CC1(C)C,-119.8,0.0,1
CC1(C)CCC(C)(C)N=N1,-7.9,0.0,1
CC1(C)CCCC(C)(C)N1,-206.9,0.0,1
CC1(C)CCCC1,-172.1,0.0,1
CC1(C)CCCCCC(C)(C)CCC1,-328.6,0.0,1
CC1(C)CCCCCCC(C)(C)CC1,-338.1,0.0,1
CC1(C)CCc2ccccc12,-53.65,0.2121,2
CC1(C)COC(C)(OC1)c2ccccc2,-414.52,0.0,1
CC1(C)COC1,-182.2,0.0,1
CC1(C)COC1=O,-395.1,0.0,1
CC1(C)COCOC1,-461.3,0.0,1
CC1(C)CS1,-24.0,0.0,1
CC1(C)OCCCO1,-468.9,0.0,1
CC1(Cl)CCCC1,-198.0,0.0,1
CC1(Cl)CCCCC1,-246.0,0.0,1
CC12CC1(C)C2,161.0,0.0,1
CC12CCC(C)(CC1)C2,-167.5,0.0,1
CC12CCC(CC1)C2,-130.9,0.0,1
CC12CCC(CC1=O)C2,-252.0,0.0,1
CC12CCCC1C2,-33.2,0.0,1
CC12CCCCC1C2,-60.0,0.0,1
CC1=C(C)C2(C)C(=C(C)C12C)C,-90.4,0.0,1
CC1=CC2C(CC1)C2(C)C,-22.6,0.0,1
CC1=CC2CCC1C2,4.4,0.0,1
CC1=CC2CCC1CC2,-62.0,0.0,1
CC1=CCCC1,-37.15,1.0607,2
CC1=CCCO1,-165.0,0.0,1
CC1=CC[C@H]2[C@@H](C1)C2(C)C,-29.5,0.0,1
CC1=C[S](=O)(=O)c2ccccc12,214.0,0.0,1
CC1=NCCO1,-169.5,0.0,1
CC1CC(C)(C)OCO1,-500.6,0.0,1
CC1CC1,1.7,0.0,1
CC1CC1(C)C,-96.19,0.0,1
CC1CC=CC1,-17.7,0.0,1
CC1CCC(=CC1)C(C)C,-156.8,0.0,1
CC1CCC(=O)O1,-461.3,0.0,1
CC1CCC2CCC(C)N12,-114.4,0.0,1
CC1CCC=C1,-24.9,0.0,1
CC1CCC=CC1,-75.0,0.0,1
CC1CCCC(C)(C)CC1,-255.9,0.0,1
CC1CCCC1,-138.6333,1.0693,3
CC1CCCCC1,-192.75,3.6062,2
CC1CCCCN1,-124.9,0.0,1
CC1CCCS1,-105.1,0.0,1
CC1CCOC(C)(C)O1,-500.9,0.0,1
CC1CCOCO1,-416.85,1.0607,2
CC1CCSC1,-102.7,0.0,1
CC1CCc2c(C)ccc(C)c2C1,-135.6,0.0,1
CC1COCOC1C,-451.7,0.0,1
CC1OC(C)OC(C)O1,-681.8,0.0,1
CC1OC=C(C)O1,-458.0,0.0,1
CC1OCC(=C)O1,-420.2,0.0,1
CC1OCCCO1,-436.5,0.0,1
CC1OCCO1,-385.1,0.0,1
CC1SC1(C)C,-61.0,0.0,1
CC1SC1C,-24.0,0.0,1
CC=C(C)C,-68.35,0.3536,2
CC=C1CCCC1,-56.82,0.0,1
CC=CC=O,-143.2,4.2226,3
CC=NO,-71.58,0.0,1
CC=O,-196.4,0.0,1
CCBr,-95.5,0.0,1
CCC,-119.8,0.0,1
CCC#N,15.5,0.0,1
CCC(/C)=C/C,-94.495,0.6152,2
CCC(=C)C(O)=O,-445.4,0.0,1
CCC(=C)C=O,-168.0,0.0,1
CCC(=C)CC,-87.2,0.0,1
CCC(=O)C(C)(C)C,-356.1,0.0,1
